"ID","Predict"
"1650","United States-Israel Enhanced Security Cooperation Act of 2012 - Directs the Secretary of the Interior to undertake the following actions to assist the defense of Israel to enhance the capabilities of the Governments of the United States and Israel to address emerging common threats. increase security cooperation. and expand joint military exercises; (2)"
"1651","Interest on Business Checking Act of 2001 - Amends the Federal Reserve Act to permit the owner of any deposit or share. any account on which interest or dividends are paid to make not more than 24 transfers per month. Requires the owner of any deposit or share. any account on"
"1652","Federal Mail Savings Act - Amends the Legislative Branch Appropriations Act to direct the House of Representatives to: (1) provide the Official Mass Mailing Allowance of a Member of the House of Representatives to: (1) make any mass mailing sent by the Member of the House"
"1653","Rural Law Enforcement Assistance Act of 1997 - Authorizes the Board of Directors First appointed to be known as the National Center for Rural Law Enforcement (NRA) to be known as the National Center for Rural Law Enforcement (NRA) to be situated to be situated to be situated to be situated to be situated"
"1654","Amends the Food Security Act of 1985 to require the Secretary of the Interior to: (1) provide the Administrator of the Internal Revenue Service (FDA) to: (1) verify the average adjusted gross income. average adjusted gross income. average adjusted gross gross income. average adjusted gross gross income. and average adjusted gross gross"
"1655","Pipeline Improvement and Preventing Spills Act of 2015 This bill amends the Federal criminal code to require the owner or operator of a pipeline facility to notify all owners and residents of property located within 2.000 feet of a transmission line of the facility of: (1) the proximity of the property to the"
"1656","Amends the Internal Revenue Code to allow the taxpayer to allow the taxpayer to allow the taxpayer to allow the taxpayer to provide the tax credit for the tax credit for the taxable year. Allows the taxpayer to be treated as an eligible caregiver for any taxable year. Allows the taxpayer's tax credit"
"1657","Chickasaw National Recreation Area Land Exchange Act of 2004 - Directs the Secretary of the Interior to convey all right. title. and interest to the federal land to the Chickasaw Nation. Requires the Secretary to convey all right. title. and interest to the federal land to the Chicka"
"1658","Immigration Anti- Discrimination Improvement Act of 1993 - Amends the Immigration and Nationality Act to require the Attorney General to submit to Congress each year a report concerning: (1) the pervasiveness of unfair immigration-related employment practices. Requires the Attorney General to submit to Congress each"
"1659","Glo Our Own Directive: Physician Assistant Employment and Education Act of 2015 This bill directs the Secretary of Veterans Affairs to carry out a pilot program to provide educational assistance to certain former members of the Armed Forces for education and training as physician assistants of the Department of Veterans Affairs (VA) to provide educational"
"1660","Satlite Home Viewer Protection Act of 1996 - Amends the Federal criminal code to require the satellite carrier to provide service of broadcast signals under the network territorial restrictions of the Satellite carrier (SBA) to provide service of broadcast signals under the network territorial restrictions of subsections (SBA) to provide service"
"1661","Amends title IV (Old Aged Aged Aged Aged Aged Aged Aged Aged Aged Aged Aged Aged Child Child"""" (Sec. 2) Amends title IV (Medicare) of the Social Security Act to require parent or legal guardi"
"1662","Pharmacy Reduction and Testing Reform Act of 2014 - Amends the Federal Meat Inspection Act to require the Secretary of Health and Human Services (HHS) to: (1) repeal the availability of the Poultry Products Inspection Act to: (1) repeal the availability of the Poultry Products Inspection Act to include"
"1663","Electronic Shipping Papers Act of 2014 - Directs the Secretary of Transportation to establish a Hazardous Materials Information Advisory Committee composed of members appointed by the Secretary of Transportation to establish a Hazardous Materials Information Advisory Committee composed of members appointed by the Secretary of Transportation to establish a Hazardous Materials Information"
"1664","Financial Payer Advancement. Rationalization. and Clarification Act or the SPARC Act - Amends title XVIII (Medicare) of the Social Security Act to require the Secretary of Health and Human Services (SSA) to: (1) provide the payment of the prescription drug plan (with"
"1665","Ronald Reagan Memorial Act of 2000 - Establishes the Ronald Reagan Memorial Commission to establish the Ronald Reagan Memorial Commission to establish the Ronald Reagan Memorial Commission to establish the Ronald Reagan Memorial Commission to: (1) establish the Ronald Reagan Memorial Commission to provide the Members of the Ronald Reagan Memorial Commission to provide the Members of the Ronald"
"1666","Mohave County. Arizona. Requires the Secretary of the Interior to offer for sale to qualified entities. all remaining right. title. and interest of the United States. Requires the Secretary to offer for sale to qualified entities. all remaining right. title. and interest of the United States."
"1667","Americans Want to Work Act - Amends the Supplemental Appropriations Act. 2008 to extend the amount of emergency unemployment compensation (including dependents' allowances) payable to the individual's account. Amends the Supplemental Appropriations Act. 2008 to extend compensation for the"
"1668","Professional Sports Antitrust Clarification Act of 1996 - Authorizes a professional sports league or its member franchises to establish and enforce rules and procedures for the purpose of deciding whether a member franchise may change its home territory that are available upon request to any interested party; (2) affords due process."
"1669","Compact Impact Relief Act of 2016 This bill directs the Secretary of Health and Human Services to increase the FMAP for each affected jurisdiction (without regard for any limitation otherwise specified above above above 90 days before the beginning of the enactment of the Act. Directs the Secretary of Health and Human Services to increase"
"1670","Military Affairs Construction. Accountability. and Reform Act - Directs the Secretary of Veterans Affairs to carry out the Major medical facility Project to replace the medical center of the Department of Veterans Affairs to replace the medical center of the Department of Veterans Affairs Medical Center to replace the Department of Veterans Affairs Medical Center to replace the"
"1671","Troubled Asset Investment Conduit Improvement Act of 2009 - Directs the Secretary of the Treasury to establish and implement a program under the Troubled Asset Relief Program and related Authorities established by the Secretary of the Treasury to establish and implement a program under the Troubled Asset Relief Program and related Authorities established by"
"1672","National Education Technology Corps Act or the Net Corps Act - Amends the Domestic Volunteer Service Act of 1973 to direct the Director of the Volunteers to establish a National Education Technology Corps for the purpose of developing. strengthening. supplementing. and expanding efforts of the Federal Government. State. and local governments."
"1673","Home Protection Act of 2008 - Amends the National Manufactured Housing Construction and Safety Standards Act of 1974 to require manufacture home installation standards for the installation of a weather radio required under the Federal manufactured home installation standards established by the Secretary of Housing and Urban Development (EPA) to provide with each"
"1674","Healthy Living Act - Amends title XVIII (Medicare) of the Social Security Act to authorize the Administrator of the Small Business Administration (SSA) to carry out a program under which the Administrator makes grants to any of the following activities: (1) provision for the prevention and treatment of obesity and"
"1675","Economic Home Design Act of 2013 - Directs the Secretary of Housing and Urban Development (VA) to submit an assurance to the Federal agency responsible for such assistance thatall of its programs and activities shall be conducted to ensure that such dwelling unit contained at least one level that complies with the Standards for Type C"
"1676","Settlement Trust Improvement Act of 2017 This bill amends the Internal Revenue Code to allow a deduction for any contributions made by such Native Corporation (DHS) to include the value of any payments that would otherwise be made. or treated asbeing made to such Native Corporation pursuant to. or as required by"
"1677","Montana Fish and Wildlife Conservation Act of 1998 - Directs the Secretary of the Interior to sell leaseholds At Canyon Ferry Reservoir to sell certain land Transports of the Montana Hunter and Fisherman Access Fund. Requires the Secretary of the Interior to sell leaseholds of the Montana Hunter"
"1678","Establishes the Emergency Trade Deficit Commission to: (1) establish a commission to be known as the Emergency TradeDeficit Commission (EPA) to: (1) evaluate the nature. causes. and consequences of the United States trade deficit and providing recommendations on how to address and threaten the causes and consequences of the"
"1679","Private Security Officer Quality Assurance Act of 1997 - Amends the Federal criminal code to require the Attorney General to submit the records of the Interstate Information Index of the National Crime Information Center and the Identification Division of the Federal Bureau of Investigation. and provide any identification and criminal history records corresponding to the"
"1680","Border Enforcement Security Task Force Reauthorization Act of 2017 This bill amends the Homeland Security Act of 2002 to authorize the Secretary of Homeland Security (DHS) to: (1) provide personnel danger pay to U.S. Immigration and Customs Enforcement (DHS) agents who are assigned to dangerous overseas posts. Re"
"1681","Amends the Wild and Scenic Rivers Act to protect the natural. cultural. scenic. and recreational resources of the Hanford Reach of the Hanford Reach. Requires the Secretary of the Interior to establish an assessment of protection alternatives for the Hanford Reach. Authorizes the Secretary of"
"1682","Veterans Employment Transition Act of 2010 - Amends the Internal Revenue Code to: (1) allow the Secretary of Veterans Affairs (USDA) to: (1) provide for the provision of the Armyd Forces of the United States for more than 180 total days. Requires the Secretary of Veterans Affairs (D"
"1683","Clean Energy Technology Manufacturing and Export Assistance Act of 2011 - Directs the Secretary of Commerce to establish a Clean Energy Technology Manufacturing and Export Assistance Program to be carried out by the Under Secretary to establish a Clean Energy Technology Manufacturing and Export Assistance Program to be carried out by the Under Secretary to establish a Clean"
"1684","Fair And Immediate Release of Generic Drugs Act or the FAIR Generics Act or the FAIR Generics Act or the FAIR Generics Act - Amends the Federal Food. Drug. and Cosmetic Act to require the applicant to submits a substantially complete application that"
"1685","Public Health Equity Act - Amends the Public Health Service Act to prohibit any person to exclude such participation from participation of the benefits of. or be subject to discrimination under the provision of the Federal Food. Drug. and Cosmetic Act to prohibit any material subject to discrimination under the Federal Food. Drug."
"1686","Financial Cleanup and Redevelopment Revolving Loan Fund Pilot Project Act of 1996 - Directs the Administrator of the Environmental Protection Agency (EPA) to establish a pilot project to provide a capitalization loan toone or more States that submit applications to the Administrator to establish or expand a State re"
"1687","Smith-Mundt Modernization Act of 2012 - Amends the United States Information and Educational Exchange Act of 1948 to authorize the Secretary and the Broadcasting Board of Governors to make available for public diplomacy information programs to provide for the preparation. dissemination. and use of information intended for foreign"
"1688","Access to Obstetric Care Act of 1993 - Directs the Secretary of Health and Human Services to provide under the Social Security Act to incorporate innovative approaches for increasing the participation of obstetric providers under title XIX of the Social Security Act to incorporate innovative approaches for increasing the participation of obst"
"1689","Student Disciplinary Fairness Act of 2015 This bill amends the Juvenile Justice and Delinquency Prevention (OME) to reduce the number of juveniles who are incarcerated and develop a criminal record based on activity that occurs while the juvenile is At school. Re"
"1690","Medicare Certified Registered Nurse First Assistant direct Reimbursement Act of 2001 - Amends title XVIII (Medicare) of the Social Security Act to require the Secretary of Health and Human Services (HHS) to require the Medicare. Medicaid. and SCHIP benefits Improvement and Protection Act"
"1691","Geneerating Antibiotic Antibiotic Inccentives Now Act of 2011 - Amends the Federal Food. Drug. and Cosmetic Act to extend the exclusivity period for qualified infectious disease products for which a companion diagnostic test is cleared or approved. Requires the Secretary of Health and Human Services to"
"1692","Amends title XVIII (Medicare) of the Social Security Act to extend the enrollment and disenrollment period for first twelve months of enrollment. Amends title XVIII (Medicare) of the Social Security Act to extend the enrollment of initial enrollment period for first twelve months"
"1693","CT Modernization Act - Amends Federal Federal banking code to require a Depository institution to file a currency transaction report when the transaction involves the transfer of currency of an amount and denomination of less than $30.000. Requires the Secretary of the Treasury to: (1) require a Depository institution"
"1694","Waco Mammoth National Monument Establishment Act of 2011 - Establishes the Waco Mammoth National Monument. Requires the Secretary of the Interior to administer the Monument to: (1) acquire by donation from the City any land or interest in land owned by the City within the proposed"
"1695","Methane Hydrate Research and Development Amendments Act of 2015 This bill amends the Methane Hydrate Research and Development Amendments Act of 2000 to authorize the Secretary of Health and Human Services to award grants to. or enter into contracts or cooperative agreements with firms that: (1) conduct basic and applied research to"
"1696","Comprehensive Fentanyl Control Act - Directs the Secretary of the Congress that: (1) the trafficking in fentanyl and other synthetic opioids represents a public health emergency to the United States and require a comprehensive legislative response; (2) the United States government should use all available measures to reduce"
"1697","Commission on Probabilistic Methods Act - Directs the Commission on Probabilistic Methods Act - Directs the Commission on Probabilistic Methods Act - Directs the Commission of Transportation to establish a commission to be known as the Commission on Probabilistic Methods (DOE) to establish a"
"1698","Polymouth 400th Anniversary Commemorative Coin Act of 2017 This bill directs the Secretary of the Treasury to mint and issue the following coins. Requires the Secretary of the Treasury to mint and issue the following coins. Requires the Secretary of the Treasury to mint and issue the following coins"
"1699","Trade and Environment Reporting Act of 1994 - Directs the United States Trade Representative to consult. with the Congress. appropriate advisory committees established under the Trade Act of 1974. including the Trade and Environment Policy Advisory Committee. Federal agencies. environmental organizations. and other interested persons for the purpose of: (1) "
"1700","Home Emergency Health Services Reimbursement Act of 2002 - Amends the Balanced Budget Act of 1997 to direct the Secretary of the Treasury to use $130.000million of such amounts to compute an allotment for each FY 2003 to compute an allotment for each of the 17 States"
"1701","Student Credit Card Transparency Act of 2009 - Amends the Truth of 2017 This bill amends the Truth of 1965 to require the Federal Federal Credit Commission (HHS) to submit an annual report to the Congress on the findings and conclusions of the study. Requires the Federal Federal Federal Education"
"1702","Small Business Jobs Act of 2015 This bill amends the Internal Revenue Code to allow the small employer hiring credit for the promotion of the tax rate for the preceding calendar year."
"1703","Revolving Door Sunshine Act of 1993 - Amends the Sunshine Act to require any person who is a senior member of the Federal Government terminats. file. to report a name of any Member of Congress. and the name and title of any congressional staff member or of any congressional staff member or"
"1704","congressional Accountability for Regulatory Information Act of 2000 - Amends Federal law to require the Comptroller General to review the action of the Comptroller General to review the action. Requires the congressional congressional Accountability for Regulatory Information Act of 2000 - Amends the"
"1705","New Jersey Marine Ecosystem Protection Act of 1996 - Directs the Administrator of the Environmental Protection Agency (EPA) to establish a remediation and restoration plan for the Mud Dump Site and surrounding areas that have historically been utilized for disposal of contaminated material within the New York Bight Apex. Re"
"1706","Amends the Food Security of 1985 to require the Secretary of Agriculture to promulgate regulations to ensure that total payments or gains received by a producer from repaying a marketing assistance loan for 1- or more loan commodities under that subtitles by forfeiture. Requires the Secretary of Agriculture to prom"
"1707","Amends Federal criminal code to authorize the Court of Veterans Appeals to provide funds to provide financial assistance by grant or contract to legal assistance entities for purposes of programs. Requires the Court of Veterans Appeals to provide funds to provide financial assistance by grant or contract to legal assistance entities for purposes of programs"
"1708","Investment in Our Future Act of 2011 - Amends the Internal Revenue Code to prohibit the currency transaction made by. or on behalf of. a U.S person. Requires the Secretary of the Treasury to: (1) provide a currency transaction made by. or on behalf of. a"
"1709","Gulf Price and Refinery Capacity Relief Act of 2013 - Amends the Energy Independence and Security Act of 2007 to direct the Administrator of the Energy Information Administration (EPA) to submit to the Administrator of the Energy Information Administration (WUD) to submit to the Administrator of the Energy Information Administration ("
"1710","School-Based Respiratory Health Management Act - Amends the Public Health Service Act to require the Secretary of Health and Human Services (HHS) to provide additional preference to a State that provide to the Secretary of Health and Human Services (HHS) to provide additional preference to a State that"
"1711","USDA Civil Rights Resolution Act of 2000 - Amends the Agriculture. Rural Development. Food and Drug Administration. and Related Agencies Appropriations Act to: (1) review the complaint. Requires the complaint to review the complaint. Requires the Department of Justice to conduct the review."
"1712","Freedom of Choice Act - Authorizes the President to: (1) establish a constitutional right to make the most intimate decisions free from governmental interference and discrimination. Authorizes the Supreme Court to establish a legislation to facilitate interstate commerce and to prevent State interference with interstate commerce. liberty. or"
"1713","Water Infrastructure Resiliency and Sustainability Act of 2015 This bill directs the Administrator of the Environmental Protection Agency (EPA) to award grants for each of FY 2015 through 2019 to owners or operators of water systems for the purpose of increasing the resiliency or adaptability of the water systems to any ongoing or forecast"
"1714",""
"1715","National Security Readiness Act of 2003 - Amends the Marine Mammal Protection Act of 1972 to require the Secretary of Defense to: (1) provide for the critical Habitat."
"1716","Racpid DNA Act of 2014 - Amends the DNA Identification Act of 1994 to require the Secretary of Commerce to conduct analyses of DNA samples using sample-to-answer DNA analysis systems. Amends the DNA Identification Act of 1994 to require the Secretary of Health and Human Services (DNA Identification Act of"
"1717","Child Nutrition Protection Act of 1994 - Amends the National School Lunch Act to require the Secretary of Agriculture to establish a congressional committees to provide goods or services to school lunch program established under the National School Lunch Act (NRA) to provide goods or services in conjunction with the participation of a local"
"1718","Rocky Mountain Front Heritage Act of 2013 - Establishes the Rocky Mountain Front Conservation Management Area to consist of approximately 195.073 acres of federal land managed by the Forest Service and 13.087 acres of federal land managed by the Forest Service and 13.087 acres of federal land managed by the Forest Service"
"1719","New Economy Workforce Act - Amends the Immigration and Nationality Act to require the Secretary of State to promulgate regulations regarding the allocation of immigrantst visas. Requires the Secretary of State to promulgate regulations regarding the allocation of immigrantst visas. Requires the"
"1720","Federal Protective Service Reform and Enhancement Act of 2010 - Amends Federal Protective Service $246 million for FY2011 to carry out federal Protective Service counterterrorism functions on federal property managed by the General Services Administration (including Property leased by the General Services Administration (including Property leased by the General"
"1721","Copology Tax Fairness and Compliance Act of 2003 - Amends the Internal Revenue Code to: (1) provide any cosmetology service. Requires the Secretary of Commerce to: (1) hires 1- or more cosmetology services. Requires the Secretary of Commerce to: (1)"
"1722","Communities Access to Emergency Defibrillation Act of 2001 - Amends the Public Health Service Act to direct the Secretary of Health and Human Services to award grants to states. political subdivisions of states. Indian tribes. and tribal organizations to develop and implement public access tofibrillation"
"1723","Preserving Access to Manufactured Housing Act of 2013 - Amends the Truth in Lending Act to require the Secretary of Health and Human Services (HHS) to: (1) increase the amount of such amount or percentage. Amends the Truth in Lending Act to require the Secretary"
"1724","Fallen Timbers Battlefield and Fort Miamis National Historical Site Act - Establishes the Fallen Timbers Battlefield and Fort Miamis National Historical Site Act - Establishes the Fallen Timbers Battlefield and Fort Miamis National Historical Site Act - Establishes the Fallen Timber"
"1725","CyberTheft Act - Directs the Director of National Intelligence to submit to the appropriate congressional committees a report on foreign economic and industrial espionage in cyberspace during the 12-month period preceding the submission of the report that: (1) identifies: (1) foreign countries that"
"1726","Office of Surgeon General Sunset Act - Directs the Assistant Secretary to make any determination of functions transferred to the Assistant Secretary of Health and Human Services. Authorizes the Assistant Secretary to provide for the termination of the affairs of all entities terminated by the Act. Directs the Assistant Secretary to provide for the"
"1727","Infrastructure Reinvestment and Economic Revitalization Act of 1993 - Amends the Internal Revenue Code to authorize the Secretary of Transportation to pay from Zeit to Zeit from the Highway Trust Fund to be known as the Indian Infrastructure Reinvestment Fund (ICO) to be appropriated to the Infrastructure Reinvestment Fund"
"1728","Directs the Secretary of the Interior to establish an advisory committee under the Federal Advisory Committee (FCC) to establish an advisory committee under the Federal Advisory Committee (FCC) to establish an advisory committee under the Federal Advisory Committee (FCC) to advise the Federal agencies with respect to matters to be"
"1729","Energy and Climate Policy Act of 1999 - Establishes the Energy Policy Act of 1992 to direct the Secretary of Energy to serve as a focal point for coordinating for the Secretary and Congress all departmentsal issues and policies regarding climate change and related matters; (2) participate. in cooperation with other federal agencies. in"
"1730","Marine Mammal Rescue Assistance Act of 1999 - Amends the Marine Mammal Protection Act of 1972 to direct the Secretary of Marine Mammal Protection Act of 1972 to authorize the Secretary of Marine Mammal Protection Act of 1972 to authorize the Secretary of Marine Mammal Protection Act of 1972 to"
"1731","Clear Creek National Recreation Area and Conservation Act of 2012 - Directs the Secretary of the Interior to submit a map and legal description of the Recreation Area to: (1) allow hiking. camping. hunting. Hunt. gem collecting. and sightseeing and the use of motorized vehicles. mountain bikes. and horses on designated"
"1732","Construction Reform. Authorization. and Choice Improvement Act of 2015 This bill amends the Federal criminal code to prohibit the Secretary of Veterans Affairs and the Committee on Appropriations of the House of Representatives each approve of such funds. Amends the Federal criminal code to authorize the Secretary of Veterans Affairs and the"
"1733",""
"1734","Hurricane Sand Dunes National Recreation Area Act of 2014 - Establishes the Hurricane Sand Dunes National Recreation Area to provide for: (1) the enhancement of recreational uses; and (2) the use of off-highway vehicles. Requires the Secretary to: (1) administer the recreational uses; and (2) the use"
"1735","Public Land Management Participation Act of 1997 - Amends the National Historic Preservation Act to require the Secretary of the Interior and Agriculture to provide an opportunity for public involvement and by regulation to establish procedures. including public hearings where appropriate. to give Federal. State. and local governments and the public. sufficient notice"
"1736","International and Foreign Language Studies Act of 2004 - Amends the Higher Education Act of 1965 to require the Secretary of Education to: (1) provide assistance for instructors of the less commonly taught languages. Requires the recipient of such assistance to include exemptions for educational programs to: (1) provide such scholarships for educational"
"1737","Long Island Sound Protection Act - Amends the Marine Protection. Research. and Sanctuaries Act of 1972 to require the Secretary of Marine Protection. Research. and Sanctuaries Act of 1972 to require the Secretary of Marine Protection. Research. and Sanctuaries Act of 1972"
"1738","Loan Enhancement Through Necessary Due Process Act - Amends the Federal Deposit Insurance Act to require the director. officer. or institution-affiliated party of an insured Depository institution (FICO) or a court of jurisdiction. Requires the director. officer. or institution"
"1739","Rural Health Care Protection Act of 1997 - Amends title XVIII (Medicare) of the Social Security Act to prohibit the Medicare geographic Classification Review Board of the Medicare geographic Classification Review Board of the 60-day period beginning on the date of the enactment of this Act "
"1740","Trade Restoration Act of 2006 - Directs the Secretary of Commerce to establish a Balanced Trade Certificate Program within the International Trade Administration of the Department of Commerce to promulgate regulations to provide for the issuance of a certificate to any person who exports a Good from the United States with a"
"1741","Independent Investment Account Act of 1999 - Amends the Internal Revenue Code to allow the deduction of such deductions for individuals."
"1742",""
"1743","Food Allergy and Anaphylaxis Management Act of 2009 - Directs the Secretary of Education to: (1) develop guidelines to be used on a voluntary basis to develop plans for individuals to manage the risk of food allergy and anaphylaxis in schools and early childhood education programs."
"1744","Drug Price Competition Act of 2009 - Amends the Federal Food. Drug. and Cosmetic Act to require applicants to submit a substantially complete application that contains and lawfully maintains a certification; (2) the applicant for the drug not described as a first applicant. Requires the applicant of the"
"1745","Veterans' Compensation Rate Amendments of 2001 - Amends the Federal criminal code to authorize administratively. consistent with the increases authorized by the Secretary of Veterans Affairs (VA) to authorize administratively. consistent with the increases authorized by the Secretary of Veterans Affairs (VA) to authorize administratively. consistent with the"
"1746","Transportation Information Recall Enhancement Act - Amends Federal criminal code to prohibit any civil penalties that may be assessed under the Federal criminal code to prohibit any civil penalties that may be assessed under the Federal criminal code to: (1) falsifies or conceals a materially false. fictiti"
"1747","Hibben Center for Archaeological Research Act of 2002 - Authorizes the Secretary of the Interior to provide to the University a grant to pay the Federal share of the construction and related costs for the Hibbben Center for Archaeological Research At the University of New Mexico"
"1748","Discretionary Spending Control Act of 2004 - Amends the Balanced Budget and Emergency Deficit Control Act of 1985 to revise the Balanced Budget and Emergency Deficit Control Act of 1985 to repeal the Balanced Budget and Emergency Deficit Control Act of 1985 to repeal the"
"1749","Occupational Safety and Health- Fairness Act of 2003 - Amends the Occupational Safety and Health Act of 1970 to require the President to extend the term of a member to allow a continuation of service At the pleasure of the President. Amends the Occupational Safety and Health Act of 1970 to"
"1750","Homeland Security Volunteerism Enhancement Act of 2005 - Amends the Homeland Security Act of 2002 to direct the Secretary of Homeland Security to establish a Border Corps to be administered by the Commissioner of the Office of Customs and Border Protection. Requires the Border Corps to recruit. train"
"1751","Superfund Recycling Equity Act of 1995 - Amends the Comprehensive Environmental Response. Compensation. and Liability Act of 1980 to require the person who arranges for the recycling of scrap material. Requires the person who arranges for the recycling of recyclable material. Requires the person who arrange"
"1752","Armed Forces Education Benefits Improvement Act - Amends Federal law to authorize the Secretary of Defense to conduct a study analyzing the effect of all Montgomery GI bill educational benefits on recruitment and retention during the 12-month period beginning on the date on which the enhanced benefits referred to the House"
"1753","Electronic THEft (NET) Act - Amends Federal criminal code to prohibit any person who commits an offense under the Federal Rules of Criminal Procedure. victims of the offense consists of the reproduction or distribution of 10- or more copyrighted works. Requires any person who commits"
"1754","Economic Modernization Act - Amends the Internal Revenue Code to allow the amount of the economic transition credit for the wage of any qualified employee during the taxable year. Requires the Secretary of Labor (DOD) to: (1) establish the amount of the tax credit for wages paid by an employer"
"1755","Workplace Religious Freedom Act of 1999 - Amends the Civil Rights Act of 1964 to require an employee to undertake leave by adjusting or altering the work schedule or assignment of the employee. Requires an employer to takes leave by adjusting or altering the work schedule or assignment of the employee"
"1756","Medicare Nonprofit Hospital Protection Act of 1997 - Amends title XVIII of the Social Security Act to require the Secretary of Health and Human Services to provide for public disclosure to the Secretary of Health and Human Services to provide for public disclosure to the Secretary of Health and Human Services to provide for public disclosure"
"1757","Guidance. Understanding. and Information for Dual Eligibles (GUIDE) Act - Directs the Secretary of Health and Human Services (HHS) to establish a 3-year demonstration program to appropriate. qualified community programs and clinics for individuals with intellectual or developmental disabilities or such programs that"
"1758","Voluntary Medicare Prescription Drug Plan Act of 2000 - Amends title XVIII of the Social Security Act to require the Secretary of Health and Human Services to establish a process for enrollment of Medicare Prescription Drug Plan eligible individuals under Medicare Prescription Drug Plan eligible individuals under Medicare Prescription Drug"
"1759","National Fish and Wildlife Policy Fellowship Act of 2004 - Directs the Secretary of the Interior to award fellowships to qualified graduate and post-graduate level students engaged as advanced degree programs concerning freshwater and anadromous fish. wildlife. conservation management. or biology. Directs the Secretary to award fellowships"
"1760","Public Infrastructure Modernization Act of 2013 - Directs the Secretary of the Army to approve or disapprove a covered permit application for a public safety project on or before the last day of the last day of the last day of the late day of submission of the application. Requires the Secretary"
"1761","Worker Protection Against Combustible Dust Explosions and Fires Act of 2011 - Directs the Secretary of Labor to promulgate an interim final standard regulating occupational exposure to combustible dust hazards. Requires the Secretary of Labor to promulgate an interim final"
"1762","Health Care Coverage Assistance for the Unemployed Act of 2001 - Directs the Secretary of Labor to establish a program under which premium assistance for COBRA continuation coverage to be provided for qualified individuals under the Act. Requires the Secretary of Labor to establish a program under which premium assistance for CO"
"1763","Amends the National Park Fund to authorize limited recognition of official sponsors or official supporters within the meaning of the National Park System or any related facility operated outside the boundaries of any unit or any related facility operated outside the boundaries of any unit or any related facility operated outside the boundaries of any unit or any related facility operated"
"1764","TWS-Midnight Rule Coordination and Improvement Act of 2014 - Directs the Secretary of Health and Human Services to develop appropriate criteria for payment under the Medicare program under title XVIII of the Social Security Act (SSA) of the Social Security Act (SSA) of the Social Security Act"
"1765","Voluntary Protection Program Act - Directs the Secretary of Labor to establish a program of entering into cooperative agreements with employers to encourage the establishment of comprehensive safety and health management systems that include: (1) requirements for systematic assessment of hazards; (2) comprehensive hazard prevention. mitigation. and control programs; (2) active"
"1766","Bullying and Gang Prevention for School Safety and Crime Reduction Act of 2005 - Amends the Elementary and Secondary Education Act of 1965 to repeal the Safe and Drug-Free Schools and Communities Act to repeal the Safe and Drug-Free Schools and Communities Act to prohibit the Safe and Drug-Free Schools and"
"1767","Wilderness Act of 2016 This bill directs the Secretary of Agriculture to submit to the Committee on Energy and Natural Resources of the House of Representatives a map and legal description for the wilderness area. Requires the Secretary to carry out management activities to maintain or restore fish and wildlife populations and habitats"
"1768","Federal Land Exchange Improvement Act of 1995 - Amends the Federal Land Policy and Management Act of 1976 to direct the Secretary of the Treasury to make such amounts to be covered under the Federal Land Policy and Management Act of 1976 to require that exchanges of land or interests therein be covered to the boundary of "
"1769",""
"1770","Wild Sky Wilderness and Backcountry Wilderness Management Area Act of 2004 - Directs the Secretary of Agriculture to file a map and a Legal description for the Wild Sky Wilderness with the Committee on Energy and Natural Resources of the Senate and the Committee on Resources of the House of Representatives"
"1771","Identification theft and Tax Fraud Prevention Act - Amends the Internal Revenue Code to direct the Commissioner of Internal Revenue (IRS) to implement an identific theft tax fraud prevention program under which: (1) a person who shallfully Misappropriates another person's tax identification number in connection with any"
"1772","Reciprocity and Fairness in Foreign Investment Act - Authorizes the Secretary of the Treasury to issue such regulations as necessary to carry out sanctions for civil penalties for any foreign person who violates laws of the United States and are owned or controlled by individuals. entities. or units of government. Requi"
"1773","Amends the President to require the Secretary of Homeland Security to exclude from the United States to: (1) undertake the necessary measures to negy the Cuban regime the financial resources to engage activities that threaten: (1) threaten: (1) the United States national security. its interests and its alleries; and (2) the environment and"
"1774","Apples for Teachers Act - Amends the Internal Revenue Code to allow eligible teachers to teach children with different learning styles. especially children with disabilities and children with special learning needs. Requires such deductions for teachers."
"1775","Preserving and Reforming SSDI (PAR- SSDI) Act of 2016 This bill amends title II of the Social Security Act to require the Commissioner of Social Security (SSA) to make such determination without regard to the individual's ability to communicate in English. Requires the Commissioner of"
"1776","Amends Federal federal criminal code to authorize the Board to promulgate regulations adopting a simplified dispute resolution mechanism to utilize expedited arbitration with a minimum of discovery and may be used to decide disputes between parties involving any matter subject to the jurisdiction of the Board. other than rate reasonableness cases that"
"1777","Authorizes the Chief Administrative Officer of the House of Representatives on Capitol Grounds. Requires the Department of Commerce to charge fees or charges for electricity provided to members and covered employees sufficient to cover the costs to the Architect of the Capitol to carry out such bill. Requires the Department"
"1778","Brain Injury Act of 2008 - Amends the Public Health Service Act to require the Secretary of Health and Human Services to conduct a study with respect to traumatic brain injury and prevalence of traumatic brain injury. Amends the Public Health Service Act to require the Secretary of Health and Human Services to conduct"
"1779","Veteransatives to Opioids (ALTO) as the Emergency Department Act - Directs the Secretary of Health and Human Services acting through the Assistant Secretary for Mental Health and Substance Use (HHS) to award grants to eligible hospitals and emergency departments. including freestanding emergency departments. to develop. implement"
"1780","Minority Business Development Improvements Act of 2009 - Authorizes the Director of the Minority Business Development Agency ( Minority Business Development Agency ( Minority Business Development Agency ( Minority Business Development Agency ( Minority Business Development Agency ( Minority Business Development Agency (MHA) to establish the Minority Business"
