"ID","Predict"
"1727","Infrastructure Reinvestment and Economic Revitalization Act of 1993 - Amends the Internal Revenue Code to authorize the Secretary of Transportation to pay from Zeit to Zeit from the Highway Trust Fund to the Infrastructure Reinvestment Fund due to 2.5 cents per gallon of the taxes imposed by the Highway Trust Fund"
"1728","Authorizes the Secretary of the Interior to establish an advisory committee under the Federal Advisory Committee to advise the Federal agencies with respect to matters to be addressed under any memorandum of understanding. including the economic and social impacts of proposed activities or recommendations. Requires the advisory committee shall be composed of"
"1729","Energy and Climate Policy Act of 1999 - Amends the Energy Policy Act of 1992 to direct the Secretary of Energy to serve as a focal point for coordinating for the Secretary and Congress all departmentsal issues and policies regarding climate change and related matters; (2) participate. as a focal point for coordinating"
"1730","Marine Mammal Rescue Assistance Act of 1999 - Amends the Marine Mammal Protection Act of 1972 to direct the Secretary of Marine Mammal Protection Act of 1972 to direct the Secretary of Marine Mammal Protection Act of 1972 to provide grants to eligible stranding network participants for the recovery or"
"1731","Clear Creek National Recreation Area and Conservation Act of 2012 - Directs the Secretary of the Interior to submit a map and legal description of the Recreation Area to: (1) allow hiking. camping. hunting. Hunt. gem collecting. and sightseeing and the use of motorized vehicles. mountain bikes. and horses on designated"
"1732","Contruction Reform. Authorization. and Choice Improvement Act of 2015 This bill amends the Federal criminal code to authorize the Secretary of Veterans Affairs and the Committee on Appropriations of the Senate and the Committee on Appropriations of the Senate and the Committee on Appropriations of the House of Representative"
"1733","Amends the Internal Revenue Code to: (1) dividends received by a regulated investment companies and real estate investment trusts. Amends the Internal Revenue Code to: (1) increase the tax rate for dividends received by a corporation exempt from tax on dividends paid by mutual savings"
"1734","Hurricane Sand Dunes National Recreation Area Act of 2014 - Establishes the Hurricane Sand Dunes National Recreation Area to provide for: (1) the enhancement of recreational uses; and (2) the use of off-highway vehicles. Directs the Secretary of the Interior to: (1) administer the Recreation Area and proposed exchange parcel"
"1735","Public Land Management Participation Act of 1997 - Amends the National Historic Preservation Act to require the Secretary of the Interior and Agriculture to provide an opportunity for public involvement and by regulation to establish procedures. including public hearings where appropriate. to give Federal. State. and local governments and the public. sufficient notice"
"1736","International and Foreign Language Studies Act of 2004 - Amends the Higher Education Act of 1965 to direct the Secretary of Education (HHS) to: (1) support for instructors of the less commonly taught languages; and (2) support for instructors of the less commonly taught languages. the emergence of New nation states. and"
"1737","Long Island Sound Protection Act - Amends the Marine Protection. Research. and Sanctuaries Act of 1972 to direct the Administrator of the Marine Protection. Research. and Sanctuaries Act of 1972 to require any federal dredging Project (or any projects conducted for a federal"
"1738","Loan Enhancement Through Necessary Due Process Act - Amends the Federal Deposit Insurance Act to prohibit any director. officer. or institution-affiliated party of an insured Depository institution has committed any violation or breach of duty for purposes of the Federal Deposit Insurance Act to require the director. officer"
"1739","Rural Health Care Protection Act of 1997 - Amends title XVIII (Medicare) of the Social Security Act to authorize the Secretary of Health and Human Services (HHS) to submit an application to the Medicare Geographic Classification Review Board during the 60-day period beginning on the date of the"
"1740","Trade Restoration Act of 2006 - Directs the Secretary of Commerce to establish a Balanced Trade Certificate Program within the International Trade Administration of the Department of Commerce to promulgate regulations in accordance with the Secretary of Commerce. Requires the Secretary of Commerce to establish a Balanced Trade Certificate Program"
"1741","Independent Investment Account Act of 1999 - Amends the Internal Revenue Code to allow an individual investment accounts."
"1742","Japan Resolution to approve the Northern Mariana Islands for purposes of employment in the textile. hotel. tourist. or construction industry (including employment as a contractor). the Federal statutes and regulations governing admission to Guam of individuals."
"1743","FoodAllergy and Anaphylaxis Management Act of 2009 - Directs the Secretary of Health and Human Services to: (1) develop guidelines to be used on a voluntary basis to develop plans for individuals to manage the risk of food allergy and anaphylaxis in schools and early childhood"
"1744","Drug Price Competition Act of 2009 - Amends the Federal Food. Drug."
"1745","Veterans' Compensation Rate Amendments of 2001 - Amends the Federal criminal code to authorize administratively. consistent with the rates of disability compensation payable to persons within the purview of Public Law 87-857 who are not in receipt of compensation payable to persons within the purview of Public Law 8.89's"
"1746","Transportation Information Recall Enhancement Act - Amends Federal criminal code to prohibit any civil penalties that may be assessed under the Federal criminal code to: (1) falsifies or conceals a materially false. fictitious. or fraudulent statement or entry; (2) makes or uses a"
"1747","Hibben Center for Archaeological Research Act of 2002 - Authorizes the Secretary of the Interior to provide to the University a grant to pay the Federal share of the construction and related costs for the Hibbben Center for Archaeological Research At the University of New Mexico"
"1748","Discretionary Spending Control Act of 2004 - Amends the Balanced Budget and Emergency Deficit Control Act of 1985 to revise the Balanced Budget and Emergency Deficit Control Act of 1985 to revise the Balanced Budget and Emergency Deficit Control Act of 1985 to"
"1749","Occupational Safety and Health- Fairness Act of 2003 - Amends the Occupational Safety and Health Act of 1970 (OASDI) of the Occupational Safety and Health Act of 1970 (OASDI) of the Occupational Safety and Health Act of 1970 (OASDI) of the Occupational"
"1750","Homeland Security Volunteerism Enhancement Act of 2005 - Amends the Homeland Security Act of 2002 to direct the Secretary of Homeland Security to establish a Border Corps to be administered by the Commissioner of the Office of Customs and Border Protection. Directs the Secretary to recruit. train. and accepting"
"1751","Superfund Recycling Equity Act of 1995 - Amends the Comprehensive Environmental Response. Compensation. and Liability Act of 1980 to require a person who arranges for the recycling of scrap material. while protecting human health and the environment; (2) level the play field between the use of virgin materials and recycled materials;"
"1752","Armed Forces Education Benefits Improvement Act - Amends the Federal criminal code to authorize the Secretary of Defense to conduct a study analyzing the effect of all Montgomery GI bill educational benefits on recruitment and retention during the 12-month period beginning on the date on which the enhanced benefits referred to"
"1753","Electronic THEft (NET) Act - Amends Federal criminal code to prohibit any person who commits an offense under the Federal Rules of Criminal Procedure. victims of the offense consists of the reproduction or distribution of 10- or more copyrighted works. Amends the Federal Rules of Criminal Procedure"
"1754","Economic Modernization Act - Amends the Internal Revenue Code to extend the amount of any applicable payroll taxes paid by an employer during the taxable year to be equal to the sum of any applicable payroll taxes paid by an employer during the taxable year to be equal to the sum of any applicable payroll taxes paid"
"1755","Workplace Religious Freedom Act of 1999 - Amends the Civil Rights Act of 1964 to revise provisions of the Civil Rights Act of 1964 to revise provisions of the Civil Rights Act of 1964 to revise provisions of the Civil Rights Act of 1964 to allow an employee to takes leave by "
"1756","Medicare Nonprofit Hospital Protection Act of 1997 - Amends title XVIII (Medicare) of the Social Security Act to require the Secretary of Health and Human Services (HHS) to authorize the Secretary of Health and Human Services (HHS) to authorize the Secretary of Health and Human Services to"
"1757","Guidance. Understanding. and Information for Dual Eligibles (GUIDE) Act - Directs the Secretary of Health and Human Services (HHS) to establish a 3-year demonstration program to appropriate. qualified community programs and clinics for individuals with intellectual or developmental disabilities or such programs that"
"1758","Voluntary Medicare Prescription Drug Plan Act of 2000 - Amends title XVIII (Medicare) of the Social Security Act to require the Secretary of Health and Human Services (HHS) to establish a process for enrollment of Medicare Prescription Drug Plan eligible individuals under Medicare Prescription Drug"
"1759","National Fish and Wildlife Policy Fellowship Act of 2004 - Directs the Secretary of the Interior to award fellowships to qualified graduate and post-graduate level students engaged in advanced degree programs concerning freshwater and anadromous fish. wildlife. conservation management. or biology. Directs the Secretary to award fellowships"
"1760","Public Infrastructure Modernization Act of 2013 - Directs the Secretary of the Army to approve or disapprove a covered permit application for a public safety project on or before the last day of the last day of the late day of submission of the application. Directs the Secretary of the Army to approve or"
"1761","Worker Protection Against Combustible Dust Explosions and Fires Act of 2011 - Directs the Secretary of Labor to promulgate an interim final standard regulating occupational exposure to combustible dust hazards. Requires the Secretary of Labor to promulgate an interim final"
"1762","Health Care Coverage Assistance for the Unemployed Act of 2001 - Directs the Secretary of Labor to establish a program under which premium assistance for COBRA continuation coverage. Directs the Secretary of Labor to establish a program under which premium assistance for COBRA continuation coverage (other than solely on the basis"
"1763","Amends the National Park Fund to authorize limited recognition of official sponsors or official supporters within the meaning of the National Park System or any related facility operated outside the boundaries of any unit or any related facility operated outside the boundaries of any unit or any related facility operated outside the boundaries of any unit or any related facility operated"
"1764","Two-Midnight Rule Coordination and Improvement Act of 2014 - Directs the Secretary of Health and Human Services to develop appropriate criteria for payment under the Medicare program under title XVIII of the Social Security Act (SSA) of the Social Security Act (SSA) of the Social Security"
"1765","Voluntary Protection Program Act - Directs the Secretary of Labor to establish a program of entering into cooperative agreements with employers to encourage the establishment of comprehensive safety and health management systems that include: (1) requirements for systematic assessment of hazards; (2) comprehensive hazard prevention. mitigation. and control programs; (2) active"
"1766","Bullying and Gang Prevention for School Safety and Crime Reduction Act of 2005 - Amends the Elementary and Secondary Education Act of 1965 to revise provisions of the Elementary and Secondary Education Act of 1965 to repeal the Safe and Drug-Free Schools and Communities Act - Amends the Elementary and"
"1767","Scottish Peaks Wilderness Act of 2016 This bill directs the Secretary of Agriculture to submit to the Committee on Energy and Natural Resources of the Senate and the Committee on Natural Resources of the House of Representatives a map and legal description for the wilderness area. Directs the Secretary to carry out management activities to"
"1768","Federal Land Exchange Improvement Act of 1995 - Amends the Federal Land Policy and Management Act of 1976 to require that exchanges of land or interests therein be necessary to reflect actual conditions in the unit of the public lands or the National Forest System as may be necessary to reflect actual conditions in the unit."
"1769","Authorizes the Secretary of Health and Human ServicesaAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgenceAgence"
"1770","Wild Sky Wilderness and Backcountry Wilderness Management Area Act of 2004 - Directs the Secretary of Agriculture to file a map and a Legal description for the Wild Sky Wilderness with the Committee on Energy and Natural Resources of the Senate and the Committee on Resources of the Senate and the Committee"
"1771","Identification theft and Tax Fraud Prevention Act - Amends the Internal Revenue Code to direct the Commissioner of Internal Revenue (IRS) to establish within the Criminal Investigation Division of the Internal Revenue Service to establish within the Criminal Investigation Division of the Internal Revenue Service to: (1) coordinate the investigation of tax fraud"
"1772","Reciprocity and Fairness in Foreign Investment Act - Authorizes the Secretary of the Treasury to issue such regulations as necessary to carry out such penalties. Requires the Secretary of the Treasury to: (1) acquire or hold an equity interest. or other evidence of ownership. in a corporation."
"1773","Amends the Cuban Liberty and Democratic Solidarity (LIBERTAD) Act of 1996 to direct the Secretary of Homeland Security (DHS) to exclude from the United States to: (1) undertake the necessary measures to negy the Cuban regime the financial resources to engage in activities that threaten: (1)"
"1774","Apples for Teachers Act - Amends the Internal Revenue Code to allowfree for the qualified professional development expenses paid or incurred by an eligible teacher. Amends the Internal Revenue Code to allowfree for the qualified professional development expenses paid or incurred by an eligible teacher. Amends the Internal Revenue"
"1775","Preserving and Reforming SSDI (PAR- SSDI) Act of 2016 This bill amends title II of the Social Security Act to require the Commissioner of Social Security (SSA) to make such determination without regard to the individual's ability to communicate in English. Requires the Commissioner of"
"1776","Amends Federal law to authorize the Board to promulgate regulations adopting a simplified dispute resolution mechanism to utilize expedited arbitration with a minimum of discovery and may be used to decide disputes between parties involving any matter subject to the jurisdiction of the Board. other than rate reasonableness cases that would be"
"1777","Authorizes the Chief Administrative Officer of the House of Representatives on Capitol Grounds for use by privately owned vehicles used by members of the House of Representatives. Requires the Architect of the Capitol to construct or direct the construction of battery recharging stations in parking areas under the jurisdiction of"
"1778","Traumatic Brain Injury Act of 2008 - Amends the Public Health Service Act to require the Secretary of Health and Human Services to conduct a study with respect to traumatic brain injury and prevalence of traumatic brain injury and related disability. Amends the Public Health Service Act to require the Secretary of Health"
"1779","Veteransatives to Opioids (ALTO) in the Emergency Department Act - Directs the Secretary of Health and Human Services acting through the Assistant Secretary for Mental Health and Substance Use (HHS) to award grants to eligible hospitals and emergency departments. including freestanding emergency departments. Requires"
"1780","Minority Business Development Improvements Act of 2009 - Authorizes the Director of the Minority Business Development Agency ( Minority Business Development Agency to establish the Minority Business Development Program to establish the Minority Business Development program to assist qualified minority businesses. Authorizes the Director of the Minority Business Development Program"
"1781","Social Security Retirement Account Act of 1993 - Amends the Internal Revenue Code to require each person who is a covered employer for any calendar year a social security payroll deduction plan for such person's eligible employees. Amends the Internal Revenue Code to: (1) increase the rate paid during: (1) 1993"
"1782","Amends the Energy Policy Act of 2005 to require applicants for and recipients of loan guarantees to pay all fees and expenses of the agent and advisors; and (2) require applicants for and recipients of loan guarantees to pay all fees and expenses of the agent and advisors; and (3) provide a third-party credit"
"1783","Brownfield Redevelopment and Economic Development Innovative Financing Act of 2014 - Directs the Secretary of Housing and Urban Development to establish a program to be known as the Brownfield Redevelopment and Economic Development Innovative Financing program to guarantee. the repayment of principal and interest on loans made by lenders to local"
"1784","Medicare Fraud Enforcement and Prevention Act of 2010 - Amends title XVIII (Medicare) of the Social Security Act (SSA) to authorize the Secretary of Health and Human Services (SSA) of the Social Security Act (SSA) to authorize the Secretary of Health and Human Services (SSA)"
"1785","Television Viewer Privacy Act of 2003 - Authorizes the Federal Trade Commission (FTC) to: (1) render. or disclose any personal viewing information concerning a subscriber to the service that is personally identifiable. without the prior written or electronic consent of such subscriber. except: (1) render. or conduct"
"1786","First-time Homebuyer Affordability Act of 1999 - Amends the Internal Revenue Code to prohibit any qualified home equity participation arrangement to any qualified home equity participation arrangement to the extent that the amount paid to acquire the ownership interest referred to the extent that the amount paid to acquire the ownership interest"
"1787","Amends the Internal Revenue Code to allow a deduction for the taxable year the aggregate amount paid by such individual as premiums under a high deductible health plan with respect to months during such year for which such individual is an eligible individual with respect to such health plan. Requires the individual"
"1788","Military Vehicle Owners' Right to Repair Act of 2005 - Directs the manufacturer of a motor vehicle sold or introduced into commerce in the United States to provide to the vehicle owner. or to a repair facility of the motor vehicle owner's choosing. the information necessary to diagnose. service. or repair"
"1789","Generic Pharmacy Access and Choice for Consumers Act of 2000 - Amends the Public Health Service Act to authorize the Secretary of Health and Human Services (HHS) to authorize the Secretary of Health and Human Services (HHS) to: (1) reduce the cost of prescription drugs under the Public Health Service Act"
"1790","Bank on Our Communities Act of 2009 - Amends the Emergency Economic Stabilization Act of 2008 to establish within the Treasury the Community Credit Renewal Fund. Requires the Secretary to provide assistance to community banking institutions to establish its long-term viability for purposes of the Credit Renewal"
"1791","No Qualified Teacher Left Behind Act of 2004 - Amends the Elementary and Secondary Education Act of 1965 to direct the Secretary of Education (EDA) of 1965 to authorize the Secretary of Education (EDA) of 1965 to authorize the Secretary of Education to make grants under the Elementary and Secondary Education Act"
"1792","Housing Opportunity and Mortgage Equity Act of 2013 - Directs the Federal National Mortgage Association and the Federal Home Loan Mortgage Corporation to provide for the refinancing of qualified mortgages on single-family housing owned by such enterprise through a refinancing mortgage. and for the purchase of and Securit"
"1793","Student Loan Simplification and Opportunity Act of 2011 - Amends the Higher Education Act of 1965 to authorize the Secretary of Education (HHS) to make loans to all eligible students (and the eligible parents of such students) in attendance At participating institutions of higher education selected by the Secretary. Requires"
"1794","Information Classification Act of 1994 - Amends the National Security Act of 1947 to revise the national security of the United States which demonstrably could be expected to result from the public release of such information; (2) prevent embarrassment to a person. organization. or agency; (2) prevent"
"1795","Amends the Immigration and Nationality Act to direct the Attorney General to that of an alien lawfully admitted for permanent residence. Requires the Attorney General to that of an alien lawfully admitted for permanent residence. if the alien is otherwise admissible to the United States for permanent residence. except"
"1796","Cancer Drug Coverage Parity Act of 2011 - Amends the Employee Retirement Income Security Act of 1974 - Amends the Employee Retirement Income Security Act of 1974 to require the use of orally administered anticancer medications to provide for no less favorable coverage for prescribed. orally administered anticancer"
"1797","National Nurse Act of 2011 - Amends the Public Health Service Act to establish within the Office of the Surgeon General a Full-time position to be filled by registered nurse to be known as the National Nurse for Public Health. Requires the National Nurse for Public Health. Requires"
"1798","White House Inspector General Act of 1996 - Amends the Inspector General Act of 1978 to direct the Inspector General of the Executive Office of the President to nominate an individual under the authority. direction. and control of the President with respect to audits or investigations. or the issuance of subpoen"
"1799","Medicare. Medicaid. and MCH Tobacco Cessation Promotion Act of 2004 - Amends title XVIII (Medicare) of the Social Security Act to authorize the Secretary of Health and Human Services (SSA) to direct the Secretary of Health and Human Services (SSA) to authorize the"
"1800","Competive and Open Markets That Protect and Enhance the Treatment of Entrepreneurs Act of 2007 or the Comppete Act of 2007 - Amends the Sarbanes-Oxley Act of 2002 to require each registered public accounting firm that prepares or issues the audit report for the issuer to"
"1801","Fair Justice Act of 2001 - Establishes the Fair Justice Agency to investigate and prosecute any alleged misconduct. criminal activity. corruption. or fraud by an officer or employee of the Department of Justice. Requires the Director to investigate and prosecute any alleged misconduct. criminal activity. corruption."
"1802","Enduring Quality in the Unemployment Insurance Program (EQUIP) Act This bill amends title XVIII (Medicare) of the Social Security Act to require the Secretary of Health and Human Services (SSA) of the Social Security Act (SSA) of the Social Security Act (SSA) to provide"
"1803","Commission on Homeland Security Act - Establishes the Commission on Homeland Security (DHS) to study procedures to protect the security of the United States. including the efficiency and effectiveness with which Federal departments and agencies perform their security missions; (2) the adequacy of Federal personnel resources to perform security missions;"
"1804","Indian Youth Telemental Health Demonstration Project Act of 2006 - Authorizes the Secretary of Health and Human Services to carry out a demonstration Project to award grants for the provision of telemental health services to Indian youth who have expressed suicidal ideas. Authorizes the Secretary to"
"1805","Nuclear Facility and Material Security Act of 2008 - Directs the Nuclear Regulatory Commission to issue a final rule requiring all commercial nuclear power reactors approved for construction after such date of enactment to be designed to withstand a large commercial aircraft impact. Directs the Secretary of Health and Human"
"1806","Olympic Commemorative Coins Act - Directs the Secretary of the Treasury to issue gold for minting coins under the Strategic and Critical Materials Stock Piling Act. Requires the Secretary of the Treasury to issue gold for minting coins under the Strategic and Critical Materials Stock Piling Act"
"1807","Building Ice and Snow Prevention Pilot Program Act of 2009 - Directs the Secretary of Transportation to establish and implement a pilot program to evaluate the effectiveness and efficiency of the use of technologies to prevent ice. snow. and other adverse weather effects associated with freezing temperatures on bridges on the National Highway System. Re"
"1808","Counterher and Oceans Resources Realignment Act - Requires the National Oceanic and Atmospheric Administration. Requires the National Oceanic and Atmospheric Administration. Requires the National Oceanic and Atmospheric Administration immediately before the "
"1809","Pediatric Bowel Disease Research and Awareness Act - Amends the Public Health Service Act to direct the Secretary of Health and Human Services to award grants to eligible entities for the purpose of increasing awareness of inflammatory bowel disease among the general public and adult populations. Requires the Secretary to award grants to"
"1810","Public School Redefinition Act of 1993 - Authorizes the Secretary of Education to award grants to state educational agencies having applications approved pursuant to such Act. Authorizes the Secretary of Education to award grants to state educational agencies having applications approved pursuant to such Act. Authorizes the Secretary of"
"1811","Regulatory Capture Prevention Act of 2011 - Establishes the Office of Regulatory Integrity. Requires the Administrator of the Office of Regulatory Integrity. Requires the Administrator of the Office of Regulatory Integrity. Authorizes the Administrator of the Office of Regulatory Integrity"
"1812","Opportunities for Success Act of 2013 - Directs the Secretary of Education to establish a grant program to award grants to qualifying educational institutions to support eligible students attending such institutions during internships. Directs the Secretary of Education to establish a grant program to award grants to qualifying educational institutions in accordance"
"1813","Military East and North Africa Transition and Development Act - Directs the Secretary of the Treasury to instruct the U.S. Executive Director of the European Bank for Reconstruction and Development."
"1814","Housing Authority Funding Fairness Act of 2007 - Amends title XVIII (Medicare) of the United States Housing Act of 1937 to authorize the Secretary of Housing to provide renewal funding for each public housing agency to provide tenant-based rental assistance for tenant-based rental assistance for tenant-based"
"1815","Youth Smoking Prevention Act of 1995 - Amends the Public Health Service Act to authorize the Secretary of Health and Human Services (HHS) to regulate the manufacture. labeling. sale. distribution. and advertising and promotion of tobacco and other tobacco products containing nicotine to an individual under the age of 18."
"1816","Veteranslives through Effective and Reliable Technological Systems Act of 2008 or theALERTS Act of 2008 or theALERTS Act of 2008 - Amends the Homeland Security Act of 2002 to require the Secretary of Homeland Security (DHS) to establish a national integrated public alert and warning system"
"1817","Medicare and Medicaid Provider Review Act of 1997 - Amends title XI (Medicare) of the Social Security Act to require the Secretary of Health and Human Services (HHS) to establish a schedule of hourly rates for the conduct of annual financial and compliance audits during each fiscal year"
"1818",""
"1819","Directs the Secretary of State to provide briefings to Congress on: (1) any discussions conducted between any executive branch agency and the Government of Taiwan during the covered period; and (2) any potential transfer of defense articles or defense services to the Government of Taiwan; and (2) any potential transfer of defense articles or defense services to"
"1820","Fighting Crimes Resources Act of 2009 - Authorizes the Assistant Attorney General for the Office of Justice Programs of the Department of Justice (DOJ) to award grants to States to establish and develop programs to increase and enhance enforcement against criminal activity involving computers and financial crimes. including mortgage fraud. securities fraud"
"1821","Student Medical Access Raising Test Scores Health Act or theSMARTS Health Act - Directs the Secretary of Health and Human Services to make demonstration grants to eligible entities for the purpose of expanding school-based health programs that are operated by such entities. Requires the Secretary of Health and Human Services"
"1822","Strategymodium Sustainment Act of 2007 - Directs the Secretary of Defense to submit to the congressional defense committees a report on the capability of the United States industrial bases to achieve each of the capability of the United States industrial bases to achieve each of the capability of the United States industrial bases to"
"1823","Nine/11 Commission Civil Liberties Board Act - Amends the Intelligence Reform and Terrorism Prevention Act of 2004 - Amends the Intelligence Reform and Terrorism Prevention Act of 2004 - Amends the Intelligence Reform and Terrorism Prevention Act"
"1824","marginal Well Production Preservation and Enhancement Act - Amends the Internal Revenue Code to: (1) increase the deduction for marginalproduction of domestic crude oil and domestic gas produced from marginal properties. Amends the Internal Revenue Code to: (1) increase the deduction for marginalproduction of domestic crude oil and domestic natural"
"1825","Amends Federal law to establish a 3-year program to provide employees and agencies with alternative dispute resolution processes to apply to workplace disputes and disagreements involving removals. suspensions for more than 14 days. and other adverse actions. Authorizes the Board's Office of Policy and Evaluation to establish criteria"
"1826","Television Violence Reduction Through Parental Empowerment Act of 1993 - Amends the Communications Act of 1934 to direct the Secretary ofcommunication to: (1) ship in interstate commerce. manufacture. assemble. or import from any foreign country enter the United States. any apparatus developed by the Commission pursuant to"
"1827","Long Underground Storage Tank Trust Fund Amendments Act of 1997 - Amends the Solid Waste Disposal Act to require the Administrator of the Environmental Protection Agency (EPA) to distribute to States At least 85 percent of the funds appropriated to the Environmental Protection Agency from the LEaking Underground Storage Tank Trust Fund"
"1828","United States Information Agency Authorization Act. Fiscal Years 1994 and 1995 - Amends the United States Information Agency Authorization Act. Fiscal Years 1994 and 1995 - Amends the United States Information Agency Authorization Act. Fiscal Years 1994 and 1995 - Amends the United States Information Agency"
"1829","Jobbs Now Act of 2017 This bill amends the Workforce Innovation and Opportunity Act to require the Secretary of Labor to carry out a 2-year pilot program to award grants to units of general local government or community-based organizations to retain. employ. or train employees providing a public service for a"
"1830","Amends the Internal Revenue Code to authorize the Secretary to enter into an agreement with any state to collect. as the agent of such state's unemployment taxes imposed on remuneration paid for domestic service in a private home of the employer's unemployment taxes imposed on remune"
"1831","Modified Line Item Veto/Expedited Rescissions Act of 1993 - Amends the Congressional Budget and Impoundment Control Act of 1974 to direct the President to propose to Congress a special message proposing to rescind amounts of budget authority provided to the"
"1832","Helfering Individuals Return to Employment Act or the HIRE Act - Authorizes the Secretary of Labor to award competitive grants for the hiring ofunemployed individuals to perform work to benefit communities. Authorizes the Secretary of Labor to award competitive grants for the hiring ofunemployed individuals to perform work to benefit"
"1833","Drug Trafficking Vessel Interdiction Act of 2008 - Amends Federal criminal code to declares that operating or embarking in a submersible vessel or semi-submersible vessel without nationality and that is navigating or navigated enter. through. or from waters beyond the outer limit of"
"1834",""
"1835","congressional Medal of Honor Memorial Coin Act of 2003 - Directs the Secretary of the Treasury to mint and issue a price equal to the sum of: (1) the face value of the coins. Requires each coin minted under this Act shall be emblematic of the values and abilities necessary to earn"
"1836","Tempoorary Extension of Public Housing Reform Provisions Act of 1997 - Amends the Balanced Budget Downpayment Act to authorize the Departments of Veterans Affairs and Housing and Urban Development. and Independent Agencies Appropriations Act. Amends the Balanced Budget Downpayment Act. Amends"
"1837","Small Business Partners in Reconstruction Act of 2006 - Amends the Small Business Act to require the Administrator of the Small Business Administration and the Administrator of the Small Business Administration and the Administrator of the Small Business Administration and the Administrator of the Small Business Administration and the Administrator of the Small Business Act to ensure that the"
"1838","congressional Budget Office Improvement Act of 1998 - Amends the Congressional Budget Board and Economic Advisory Council to: (1) provide general oversight of the operations of the Office. including monitoring. reviewing. and evaluating the performance of the Office; (2) approve in advance the undertaking by the Office of any studies and the"
"1839","Social Security Safety Dividend Act - Directs the Secretary of the Treasury to disburse. Out of any funds in the Treasury of the United States not otherwise appropriated. a cash payment equal to $250 for each non-COLA year for each non-COLA year of a program providing"
"1840","Endangered Species Criminal and Civil Penalties Liability Reform Act - Amends the Endangered Species Act of 1973 to require the Secretary of Health and Human Services to enter into agreements with non-Federal persons to benefit the conservation of endangered species or threatened species by"
"1841","Reserve Component Tax Assistance Act of 2001 - Amends the Internal Revenue Code to allow the reserve component employment credit for certain trade or business expenses) as a member of a reserve component of the Armed Forces of the United States. Amends the Internal Revenue Code to: (1)"
"1842","Amends the United States Code to revise provisions of the Federal criminal code to: (1) provide payment of benefits for retired employees and their spouses and dependents. for medical. surgical. or hospital care benefits under any plan. fund. or program (through the purchase of insurance or otherwise) maintain or"
"1843","Haoopa-Yurok Settlement Amendment Act of 2004 - Amends the Hoopa-Yurok Settlement Act (Hoopa-Yurok Settlement Amendment Act of 2004 - Amends the Hoopa-Yurok Settlement Act (Hoopa-Yurok"
"1844","Student Loan Evaluation and Stabilization Act of 1995 - Amends the Higher Education Act of 1965 to authorize the Secretary of Education to enter into agreements with institutions for participation in the programs under this Act. Amends the Higher Education Act of 1965 to require the Secretary of Education to enter into agreements with institutions"
"1845","unemployment Insurance Modernization Act - Amends title XVIII (Medicare) of the Social Security Act to require the Secretary of Labor to provide for the Making of unemployment compensation Modernization incentive payments to the accounts of the States in the Unemployment Trust Fund. Requires the Secretary of Labor"
"1846","Amends the Internal Revenue Code to prohibit the disclosures necessary for Charity Employees and Board Members Previously Implicated in Terror Finance. Requires the disclosures required by the Department of the Treasury. or the organization's property is blocked pending investigation by the Office of Foreign Assets"
"1847","Homeless Veterans Prevention Act of 2015 This bill amends the Federal criminal code to authorize the Secretary of Veterans Affairs to enter into partnerships with public or private entities to fund a portion of the general legal services specified by public or private entities to fund a portion of the general legal services specified to homeless veterans and veterans"
"1848","directs the Secretary of Energy. acting through the Director of the Bureau of Land Management to the Secretary of Energy. acting through the Director of the Bureau of Land Management to the Secretary of Energy. acting through the Director of the Bureau of Land Management to the Secretary of Energy to the Secretary of Energy. acting through the"
"1849","Small Business Tax Certainty and Growth Act of 2013 - Amends the Internal Revenue Code to: (1) make our system fontr and simpler; and (2) promote economic growth; and (2) promote economic growth; and (2) increase the gross receipts test of the gross receipts test of the gross receipts test"
"1850","flood Control Credit Act of 2013 - Amends the Flood Control Act of 1970 to require the Secretary of the Army to apply credit for the non-Federal cost-share for a water resources study or project. Requires the Secretary of the Army to apply credit for the"
"1851","Tax Relief for Long-Term Care Act of 2008 - Amends the Internal Revenue Code to allow the taxpayer's spouse and dependents under a qualified long-term care insurance contract (with respect to whom the taxpayer's spouse and dependents under a qualified long-term care insurance contract ("
"1852","ScoRE for Small Business Act of 2012 - Amends the Small Business Act to authorize the SCORE program to ensure that each volunteer participating in the SCORE program develop and implement plans and goals for outreach to individuals in rural. ethnically diverse. minority. minority. and underserved communities. including"
"1853","Federal Air Marshals and Safe Sky Act of 2001 - Amends Federal air marshals program to govern the security At airports and on board commercial aircraft. Requires the Attorney General to establish a Federal Air Marshals program consisting of Federal Air Marshals. Requires the"
"1854","Exempt Organization Simplification and Taxpayer Protection Act of 2013 - Amends the Internal Revenue Code to direct the Secretary of Commerce to notify the Secretary to notify the Secretary to notify the Secretary to notify the Secretary to notify the Secretary to notify the Secretary of the Treasury to notify the Secretary to notify the Secretary"
